"727 Communications Inc. (OTCPK:SVNJ) operates independently of Atlantis Technology Group as of September 16, 2005.",0 22
8000 Inc. provides consultancy services to corporations principally in the United States.,0 8
"8000 Inc. was founded in 2007 and is based in Manassas, Virginia.",0 8
"808 Renewable Energy Corporation acquires, owns, develops, operates, and distributes on-site energy systems that produce electricity, hot water, heat, and cooling in the United States",0 32
"8x8, Inc. provides enterprise cloud communications and customer engagement solutions for small and mid-size businesses, mid-market, and distributed enterprises worldwide.",0 8
"8x8, Inc. was founded in 1987 and is headquartered in San Jose, California.",0 8
"A-Mark Precious Metals, Inc., together with its subsidiaries, operates as a precious metals trading company worldwide.",0 27
"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, and water treatment products in North America, China, Europe, and India.",0 23
"A. O. Smith Corporation is headquartered in Milwaukee, Wisconsin.",0 23
"A. Schulman, Inc. manufactures and supplies plastic compounds and resins.",0 16
A.D. Makepeace Company grows cranberries in eastern Massachusetts.,0 22
"A.H. Belo Corporation, together with its subsidiaries, operates as a local news and information publishing company primarily in the United States.",0 21
"A.H. Belo Corporation was founded in 1842 and is headquartered in Dallas, Texas.",0 21
"A.M. Castle & Co., together with its subsidiaries, operates as a specialty metals distribution company in the United States, Canada, Mexico, and internationally",0 16
"A.M. Castle & Co. was founded in 1890 and is headquartered in Oak Brook, Illinois.",0 16
"The company distributes engineered specialty grades and alloys of metals, as well as offers specialized processing services. ",
"A1 Group, Inc. operates as an electronic cigarette company in the United States.",0 13
"A1 Group, Inc. was founded in 2012 and is based in Carlsbad, California.",0 13
"A10 Networks, Inc. provides software and hardware solutions in the United States, Japan, and internationally.",0 17
"A10 Networks, Inc. was incorporated in 2004 and is headquartered in San Jose, California.",0 17
"AAC Holdings, Inc. provides inpatient and outpatient substance use treatment services for individuals with drug addiction, alcohol addiction, and co-occurring mental/behavioral health issues in the United States.",0 17
"AAC Holdings, Inc. was founded in 2014 and is headquartered in Brentwood, Tennessee.",0 17
Aames Investment Corporation operates as a fully integrated finance company.,0 28
"Aames Investment was formed as a Maryland corporation in February 2004 and has principal offices in Los Angeles, California.",0 16 33 53
"Aames Investment is a wholly owned subsidiary of Aames Financial Corporation, as of March 24, 2004.",0 16 49 76
"AAON, Inc., together with its subsidiaries, engages in engineering, manufacturing, marketing, and selling air conditioning and heating equipment in the United States and Canada.",0 9
"AAON, Inc. sells its products through a network of manufacturers’ representatives and internal sales force.",0 9
"AAON, Inc. was founded in 1987 and is based in Tulsa, Oklahoma.",0 9
"AAP, Inc. provides power, comfort, and control systems for motor coaches, trucks, specialty vehicles, trailers, and other applications worldwide",0 8
"The company offers its products under the AAP Inc., Dometic, and Vitrifrigo America brands.",42 49
"The company was formerly known as Borneo Energy USA, Inc. and changed its name to AAP, Inc. in September 2011",34 56 82 90
"AAP, Inc. was founded in 1980 and is based in Milford, Virginia.",0 8
"AAR Corp. provides products and services to commercial aviation, government, and defense markets worldwide",0 8
"AAR Corp. was founded in 1951 and is headquartered in Wood Dale, Illinois.",0 8
"Aaron's, Inc. operates as an omnichannel provider of lease-purchase solutions",0 12
"Aaron's, Inc. was founded in 1955 and is headquartered in Atlanta, Georgia.",0 12
AB&T Financial Corporation operates as the holding company for Alliance Bank & Trust Company that provides financial products and services,0 26
"AB&T Financial Corporation was founded in 2003 and is based in Gastonia, North Carolina.",0 26
"Abbott Laboratories discovers, develops, manufactures, and sells health care products worldwide.",0 19
"AbbVie Inc. discovers, develops, manufactures, and sells pharmaceutical products worldwide",0 10
"AbbVie Inc. has a collaboration with Alector, Inc.; C2N Diagnostics; Voyager Therapeutics, Inc.; Janssen Biotech, Inc.; International Myeloma Foundation; Calibr and Scripps Research; The Institute for Research in Immunology and Cancer – Commercialization of Research; and the Université de Montréal.",0 10 37 49 69 94 97 117 
"Abby, Inc. operates in the auto industry.",0 9
"ABCO Energy Inc., together with its subsidiary, operates as an electrical product and services supplier in the United States.",0 15
"ABCO Energy, Inc. was founded in 2004 and is based in Tucson, Arizona.",0 16
Abeona Therapeutics Inc. has collaborations with EB Research Partnership and Epidermolysis Bullosa Medical Research Foundation that focus on gene therapy treatments for EB; and Brammer Bio for commercial translation of ABO-102,0 23 49 72 77 126
"The company was formerly known as PlasmaTech Biopharmaceuticals, Inc. and changed its name to Abeona Therapeutics Inc. in June 2015.",34 68 94 117
"Abeona Therapeutics Inc. was incorporated in 1989 and is based in Dallas, Texas.",0 23
"Abercrombie & Fitch Co., through its subsidiaries, operates as a specialty retailer.",0 22
"Abercrombie & Fitch Co. was founded in 1892 and is headquartered in New Albany, Ohio.",0 22
Ability Holding Corp. provides online banking and financial services.,0 20
"The company was founded in 1996 and is based in Allen, Texas.",
"ABIOMED, Inc. engages in the research, development, and sale of medical devices to assist or replace the pumping function of the failing heart.",0 12
"The company was formerly known as uAuthorize Corp. and changed its name to Ablaze Technologies, Inc. in 2005. ",34 49 75 99
"Ablaze Technologies Inc. is headquartered in Edmond, Oklahoma.",0 23
"Able Energy, Inc., through its subsidiaries, engages in the retail distribution of home heating oil, propane gas, kerosene, and diesel fuels to residential and commercial customers in the United States.",0 16
"Able Energy, Inc. was incorporated in 1997 and is based in Rockaway, New Jersey.",0 16
ABM Industries Incorporated provides integrated facility solutions in the United States and internationally.,0 14
"ABM Industries Incorporated was founded in 1909 and is headquartered in New York, New York.",0 14
"Abraxas Petroleum Corporation, an independent energy company, engages in the acquisition, exploration, exploitation, development, and production of oil and gas properties in the United States",0 29
"Absecon Bancorp operates as the bank holding company for The First National Bank of Absecon that provides various personal and business banking services primarily in Atlantic County, New Jersey.",0 15
"Absolute Health and Fitness, Inc. owns and operates gyms.",0 32
"Absolute Health and Fitness, Inc. was formerly known as Ornate Holdings, Inc. and changed its name to Absolute Health and Fitness, Inc. in May 2004",0 32 56 76 102 134
"Abtech Holdings, Inc., an environmental technologies company, provides solutions to address issues of water pollution.",0 20
"Abtech Holdings, Inc. is headquartered in Scottsdale, Arizona.",0 20
"Acacia Communications, Inc. develops, manufactures, and sells high-speed coherent optical interconnect products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific region.",0 26
"Acacia Diversified Holdings, Inc. engages in the extraction and processing of high-CBD/low-THC content medical grade cannabis oils from medical hemp plants in the United States",0 32
"The company was formerly known as Acacia Automotive, Inc. and changed its name to Acacia Diversified Holdings, Inc. in October 2012.",34 56 82 114
"Acacia Diversified Holdings, Inc. was incorporated in 1984 and is based in Clearwater, Florida.",0 32
"Acacia Research Corporation, together with its subsidiaries, invests in, licenses, and enforces patented technologies",0 27
"Acacia Research Corporation was founded in 1992 and is headquartered in Newport Beach, California.",0 27
"Acadia Healthcare Company, Inc. develops and operates inpatient psychiatric facilities, residential treatment centers, group homes, substance abuse facilities, and outpatient behavioral healthcare facilities to serve the behavioral health and recovery needs of communities.",0 30
"Acadia Healthcare Company, Inc. was founded in 2005 and is headquartered in Franklin, Tennessee.",0 30
"ACADIA Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of small molecule drugs that address unmet medical needs in central nervous system disorders.",0 26
"ACADIA Pharmaceuticals Inc. was founded in 1993 and is headquartered in San Diego, California.",0 26
"Accelera Innovations, Inc., a healthcare service company, focuses on the development of Internet-based software in the United States.",0 25
"The companyâ€™s Accelera Technology, an Internet-based software platform enhances the functionality and performance of healthcare services through making clinical healthcare data available to healthcare consumers. ",
"The company was formerly known as Accelerated Acquisitions IV, Inc. and changed its name to Accelera Innovations, Inc. in October 2011.",34 66 92 117
"Accelera Innovations, Inc. was founded in 2008 and is based in Frankfort, Illinois.",0 25
"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States.",0 27
"The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012.",34 64 89 116
"Accelerate Diagnostics, Inc. was founded in 1982 and is headquartered in Tucson, Arizona.",0 27
Accelerated Technologies Holding Corp. provides full service end to end business solution and cloud based disruptive technology in the United States.,0 37
"The company was formerly known as Accelerize New Media, Inc. and changed its name to Accelerize Inc. in October 2014.",34 59 85 99
"Accelerize Inc. was founded in 2001 and is headquartered in Newport Beach, California.",0 14
"Acceleron Pharma Inc., a clinical stage biopharmaceutical company, focuses on the discovery, development, and commercialization of therapeutics to treat serious and rare diseases.",0 20
"The company was formerly known as Phoenix Pharma, Inc. Acceleron Pharma Inc. was founded in 2003 and is headquartered in Cambridge, Massachusetts.",34 53 55 75
"Access Bio, Inc. engages in the research, development, and manufacture of in vitro rapid diagnostic tests, biosensors, and molecular diagnostic products worldwide.",0 15
"Access Bio, Inc. was founded in 2002 and is headquartered in Somerset, New Jersey",0 15
"Access National Corporation operates as the bank holding company for Access National Bank that provides credit, deposit, mortgage, and wealth management services to small and medium sized businesses, professionals, and associated individuals primarily in the greater Washington, D.C. Metropolitan Area",0 27
"Access National Corporation was founded in 1999 and is headquartered in Reston, Virginia.",0 27
"Access Worldwide Communications, Inc. provides business process outsourcing and marketing solutions.",0 36
"The company was formerly known as CulturalAccessWorldwide, Inc. and changed its name to Access Worldwide Communications, Inc. in November 1998.",34 62 88 124
"Access Worldwide Communications, Inc. was founded in 1983 and is headquartered in Boca Raton, Florida.",0 36
"Access Power, Inc., a development stage company, focuses on retail and online sale of memory foam mattresses and pillows, air mattresses, and related accessories",0 17
"ACCO Brands Corporation designs, manufactures, and markets, consumer and business products.",0 23
"ACCO Brands Corporation markets and sells its products through various channels,",0 23
"Accuray Incorporated designs, develops, and sells radiosurgery and radiation therapy systems for the treatment of tumors in the body",0 20
"Accuray Incorporated was incorporated in 1990 and is headquartered in Sunnyvale, California.",0 20
Ace Ethanol LLC produces ethanol,0 11
"Ace Ethanol LLC was founded in 2001 and is based in Stanley, Wisconsin.",0 15
"AcelRx Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on the development and commercialization of therapies for the treatment of acute pain.",0 27
"The company was formerly known as SuRx Pharmaceuticals, Inc. and changed its name to AcelRx Pharmaceuticals, Inc. in August 2006.",34 59 85 112
"AcelRx Pharmaceuticals, Inc. was founded in 2005 and is headquartered in Redwood City, California.",0 27
"Acer Therapeutics Inc., a pharmaceutical company, develops therapies for the treatment of rare diseases with critical unmet medical needs.",0 21
"Aceto Corporation, together with its subsidiaries, sources, markets, sells, and distributes finished dosage form generics, nutraceutical products, pharmaceutical intermediates and active ingredients, agricultural protection products, and specialty chemicals",0 17
"Aceto Corporation was founded in 1947 and is headquartered in Port Washington, New York.",0 17
"Achaogen, Inc., a late-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of antibacterial treatments against multi-drug resistant (MDR) gram-negative infections in the United States",0 13
"The company has license and collaboration agreements with Thermo Fisher Scientific, Inc. to develop and commercialize an assay to support plazomicin; Crystal Biosciences, Inc. to discover monoclonal antibodies against multiple targets; Ionis Pharmaceuticals, Inc. for certain patents relating to aminoglycoside antibacterial compounds and related know-how to develop and commercialize certain novel aminoglycoside antibacterial compounds; and Hovione Limited to manufacture the active pharmaceutical ingredient for plazomicin",58 87 150 174 236 262 443 458
"Achieve Life Sciences, Inc., a clinical-stage pharmaceutical company, develops and commercializes smoking cessation aids in the United States and internationally.",0 26
"The company offers Cytisine, a plant-based alkaloid that interacts with nicotine receptors in the brain to help reduce the severity of nicotine withdrawal symptoms.",
"Achillion Pharmaceuticals, Inc., a biopharmaceutical company, discovers, develops, and commercializes small molecule drug therapies for immune system disorders in the United States",0 30
"It has license agreements with GCA Therapeutics, Ltd and Ora, Inc., as well as a collaboration arrangement with Janssen Pharmaceuticals Inc. to develop and commercialize drug candidates for the treatment of chronic hepatitis C virus.",31 52 57 65 112 139
"ACI Global Corporation, a development stage company, through its subsidiaries, engages in the design and development of proprietary technology for the production of synthetic rubber powder and thermoplastic elastomers under Micropowder trade name in the United States.",0 22
"ACI Global is based in Greenwich, Connecticut.",0 10
"ACI Worldwide, Inc. provides software products and services for facilitating electronic payments to banks, intermediaries, merchants, and corporates worldwide.",0 18
"The company was formerly known as Transaction Systems Architects, Inc. and changed its name to ACI Worldwide, Inc. in July 2007.",54 69 95 113
"ACI Worldwide, Inc. was founded in 1975 and is headquartered in Naples, Florida.",0 18
"Aclaris Therapeutics, Inc., a biopharmaceutical company, focuses on identifying, developing, and commercializing various therapies to address the unmet needs in medical and aesthetic dermatology and immunology in the United States",0 25
"It has a license and collaboration agreement with Rigel Pharmaceuticals, Inc. for the development and commercialization of JAK inhibitors.",50 76
"Aclaris Therapeutics, Inc. was founded in 2012 and is headquartered in Wayne, Pennsylvania.",0 25
"ACM Research, Inc., together with its subsidiaries, develops, manufactures, and sells single-wafer wet cleaning equipment for enhancing the manufacturing process and yield for integrated chips worldwide",0 17
"ACM Research, Inc. was founded in 1998 and is headquartered in Fremont, California.",0 17
"ACMAT Corporation, through its subsidiary, ACSTAR Insurance Company provides surety bonds for construction contractors in the United States.",0 17
"ACMAT Corporation was founded in 1950 and is based in Farmington, Connecticut.",0 17
"Acme United Corporation, together with its subsidiaries, supplies cutting, measuring, first aid, and sharpening products to the school, home, office, hardware, sporting good, and industrial markets in the United States, Canada, Europe, and Asia.",0 23
The company was formerly known as Acme Shear Company and changed its name to Acme United Corporation in 1971.,34 52 77 100
"ACNB Corporation operates as the financial holding company for ACNB Bank that provides various banking and financial services to individual, business, and government customers primarily in Pennsylvania",0 16
"ACNB Corporation was founded in 1857 and is headquartered in Gettysburg, Pennsylvania.",0 16
"Acology, Inc., through its subsidiaries, designs, manufactures, brands, and sells proprietary plastic medical grade containers in the United States.",0 12
"Acorda Therapeutics, Inc., a biopharmaceutical company, identifies, develops, and commercializes therapies for neurological disorders in the United States.",0 24
"The company has collaborations and license agreements with Biogen International GmbH; Alkermes plc; Rush-Presbyterian St. Luke's Medical Center; Alkermes, Inc.; Astellas Pharma Europe Ltd.; Canadian Spinal Research Organization; Mayo Foundation for Education and Research; Paion AG; Medarex, Inc.; and Brigham and Women’s Hospital, Inc. ",59 84 86 98 145 158 161 187 283 295 302 335
"Acorda Therapeutics, Inc. was founded in 1995 and is headquartered in Ardsley, New York.",0 24
"Acorn Energy, Inc., through its subsidiaries, develops and markets wireless remote monitoring and control systems for various markets in the United States and internationally.",0 17
Acquired Sales Corp. does not have significant operations.,0 19
"The company has entered into a letter of intent to acquire Aggregated Marketing Platform Inc. and Processing for a Cause Inc., and a related management company. ",59 92 98 124
"Acquired Sales Corp. was founded in 1986 and is headquartered in Lake Forest, Illinois.",0 19
"Acro Biomedical Co., Ltd., a development stage company, intends to develop and market nutritional products.",0 24
"The company was formerly known as Killer Waves Hawaii, Inc. and changed its name to Acro Biomedical Co., Ltd. in January 2017.",34 58 84 108
"Acro Biomedical Co., Ltd. was founded in 2014 and is based in Fishers, Indiana.",0 24
"ACS Global, Inc. engages in the collection, processing, and long-term storage of stem cells.",0 15
"The company was formerly known as American CryoStem Corp. and changed its name to ACS Global, Inc. in June 2011.",34 56 82 97 
"ACT Clean Technologies, Inc., together with its subsidiaries, provides environmentally safe remediation solutions for the hazardous waste in North America.",0 27
"Actinium Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops targeted therapies for patients with cancers lacking effective treatment options",0 29
"Actinium Pharmaceutical, Inc. was founded in 2000 and is based in New York, New York.",0 28
"Activision Blizzard, Inc. develops and distributes content and services on video game consoles, personal computers (PC), and mobile devices.",0 24
"The company operates through three segments: Activision Publishing, Inc.; Blizzard Entertainment, Inc.; and King Digital Entertainment.",45 71 74 101 
"Activision Blizzard, Inc. was incorporated in 1979 and is headquartered in Santa Monica, California.",0 24
"The company was formerly known as ICG Group, Inc. and changed its name to Actua Corporation in September 2014.",34 48 74 91
"Actua Corporation was founded in 1996 and is headquartered in Radnor, Pennsylvania.",0 17
"Actuant Corporation designs, manufactures, and distributes a range of industrial products and systems worldwide.",0 19
"Actuant Corporation was founded in 1910 and is headquartered in Menomonee Falls, Wisconsin.",0 19
"Acuity Brands, Inc. provides lighting and building management solutions and services for commercial, institutional, industrial, infrastructure, and residential applications in North America and internationally",0 18 
"Acuity Brands, Inc. was founded in 2001 and is headquartered in Atlanta, Georgia.",0 18
"Acura Pharmaceuticals, Inc., a specialty pharmaceutical company, engages in the research, development, and commercialization of technologies and products to address medication abuse and misuse",0 26
"Acura Pharmaceuticals, Inc. has collaboration and license agreements with Egalet US, Inc.; and Egalet Ltd. to manufacture and commercialize Oxaydo products worldwide",0 26 74 88 95 105
"Acushnet Holdings Corp. designs, develops, manufactures, and distributes golf products worldwide",0 22
The company was formerly known as Alexandria Holdings Corp. and changed its name to Acushnet Holdings Corp,34 58 84 106
"Acushnet Holdings Corp. was founded in 1910 and is headquartered in Fairhaven, Massachusetts.",0 22
"Acusphere, Inc. operates as a specialty pharmaceutical company that develops and commercializes cardiovascular drugs.",0 14
"Actuant Corporation was founded in 1910 and is headquartered in Menomonee Falls, Wisconsin.",0 19
"Acuity Brands, Inc. provides lighting and building management solutions and services for commercial, institutional, industrial, infrastructure, and residential applications in North America and internationally.",0 18
"Acuity Brands, Inc. was founded in 2001 and is headquartered in Atlanta, Georgia.",0 18
"Acura Pharmaceuticals, Inc., a specialty pharmaceutical company, engages in the research, development, and commercialization of technologies and products to address medication abuse and misuse",0 26
"acura Pharmaceuticals, Inc. has collaboration and license agreements with Egalet US, Inc.; and Egalet Ltd. to manufacture and commercialize Oxaydo products worldwide.",0 27 74 88 95 105
"Acushnet Holdings Corp. designs, develops, manufactures, and distributes golf products worldwide. ",0 22
The company was formerly known as Alexandria Holdings Corp. and changed its name to Acushnet Holdings Corp. ,34 58 84 106
"Acushnet Holdings Corp. was founded in 1910 and is headquartered in Fairhaven, Massachusetts.",0 22
"Acusphere, Inc. operates as a specialty pharmaceutical company that develops and commercializes cardiovascular drugs.",0 14
"The company was formerly known as Polymers For Medicine, Inc. and changed its name to Acusphere, Inc. in March 2004. ",47 60 86 100
"Acusphere, Inc. was founded in 1993 and is based in Watertown, Massachusetts.",0 14
"Acxiom Corporation operates a technology and enablement services company in the United States, Europe, the Asia-Pacific, and internationally. ",0 18
"Acxiom Corporation was founded in 1969 and is headquartered in Conway, Arkansas.",0 18
"Adama Technologies Corporation, venture capital company, invests in, owns, and operates technology, startup, and expansion companies.",0 30
"Adamas Pharmaceuticals, Inc. discovers, develops, and sells therapies for chronic neurologic disorders.",0 27
"The company was formerly known as NeuroMolecular Pharmaceuticals, Inc. and changed its name to Adamas Pharmaceuticals, Inc.",34 69 95 122
"Adamas Pharmaceuticals, Inc. was founded in 2000 and is headquartered in Emeryville, California.",0 27
"Adamis Pharmaceuticals Corporation, a specialty biopharmaceutical company, develops and commercializes products in the therapeutic areas of allergy and respiratory disease in the United States.",0 34
"Adamis Pharmaceuticals Corporation is headquartered in San Diego, California.",0 34
"Adams (JOHN) Life Corp., through its wholly owned subsidiary, Firingline Corporation, operated as a life insurance sales agency, as of September 30, 1997.",0 22
It sold life insurance and annuity products of John Adams Life Insurance Company of America.,
"Adams Resources & Energy, Inc., through its subsidiaries, engages in the marketing, transportation, and storage of crude oil; and tank truck transportation of liquid chemicals and dry bulk in the United States.",0 29
"Adams Resources & Energy, Inc. was founded in 1947 and is headquartered in Houston, Texas.",0 29
"Adaptive Ad Systems, Inc., a technology company, provides consulting services to industries.",0 24
"Adaptive Ad Systems, Inc. was formerly known as Praebius Communications, Inc. and changed its name to Adaptive Ad Systems, Inc. in July 2014.",0 24 48 76 102 126
"Adaptive Medias, Inc., a programmatic audience and content monetization company, provides digital video and mobile solutions for Website owners, app developers, and video publishers for optimize content through advertising.",0 20 
"The company was formerly known as Mimvi, Inc. and changed its name to Adaptive Medias, Inc. in November 2013. ",34 44 70 90
"adaptive Medias, Inc. was founded in 2007 and is headquartered in Irvine, California.",0 20 
"Addmaster Corporation designs, manufactures, and sells inkjet printers.",0 21
"Addus HomeCare Corporation provides personal care services to elderly, chronically ill, disabled persons, and individuals who are at risk of hospitalization or institutionalization in the United States.",0 26
"Addus HomeCare Corporation was founded in 1979 and is based in Frisco, Texas.",0 26
"ADDvantage Technologies Group, Inc. distributes and services electronics and hardware for the cable television and telecommunication industries worldwide.",0 34
"The company was formerly known as ADDvantage Media Group, Inc. and changed its name to ADDvantage Technologies Group, Inc. in December 1999.",34 61 87 121
"ADDvantage Technologies Group, Inc. was founded in 1989 and is headquartered in Broken Arrow, Oklahoma.",0 34
It prosecutes various causes of action transferred to it pursuant to the First Modified Fifth Amended Joint Chapter 11 Plan of Reorganization of Adelphia Communications Corporation and distributes to the owners of the interests in it the net proceeds of such causes of action.,200 235
"Adesto Technologies Corporation, together with its subsidiaries, provides application-specific and ultra-low power non-volatile memory products.",0 31
